artigo,frente,verso
Art. 142,Qual a importância estratégica do Art. 142 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 143,Sobre o que dispõe o Art. 143 da CF/88?,O serviço militar é obrigatório nos termos da lei
Art. 143,Complete a ideia do Art. 143: O serviço militar é obrigatório nos termos da lei...,"O serviço militar é obrigatório nos termos da lei.
§ 1o Às Forças Armadas compete, na forma da lei, atribuir serviço alternativo aos que, 
em tempo de paz, após alistados, alegarem imperativo de consc..."
Art. 144,Sobre o que dispõe o Art. 144 da CF/88?,"A segurança pública, dever do Estado, direito e responsabilidade de todos, 
é exercida para a preservação da ordem pública e da incolumidade das pessoas e do 
patrimônio, através dos seguintes órgãos: (EC no 19/98 e EC n o 82/2014)
I – polícia federal;
II – polícia rodoviária federal;
III – polícia ferroviária federal;
IV – polícias civis;
V – polícias militares e corpos de bombeiros militares"
Art. 144,"Complete a ideia do Art. 144: A segurança pública, dever do Estado, direito e re...","A segurança pública, dever do Estado, direito e responsabilidade de todos, 
é exercida para a preservação da ordem pública e da incolumidade das pessoas e do 
patrimônio, através dos seguintes órgãos:..."
Art. 144,Qual a importância estratégica do Art. 144 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 145,Sobre o que dispõe o Art. 145 da CF/88?,"A União, os Estados, o Distrito Federal e os Municípios poderão instituir 
os seguintes tributos:
I – impostos;
II – taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva 
ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou 
postos a sua disposição;
III – contribuição de melhoria, decorrente de obras públicas"
Art. 145,"Complete a ideia do Art. 145: A União, os Estados, o Distrito Federal e os Munic...","A União, os Estados, o Distrito Federal e os Municípios poderão instituir 
os seguintes tributos:
I – impostos;
II – taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva 
ou po..."
Art. 146,Sobre o que dispõe o Art. 146 da CF/88?,-A
Art. 146,Complete a ideia do Art. 146: -A...,"-A.  Lei complementar poderá estabelecer critérios especiais de tributação, 
com o objetivo de prevenir desequilíbrios da concorrência, sem prejuízo da competência 
de a União, por lei, estabelecer no..."
Art. 147,Sobre o que dispõe o Art. 147 da CF/88?,"Competem à União, em Território Federal, os impostos estaduais e, se o 
Território não for dividido em Municípios, cumulativamente, os impostos municipais; 
ao Distrito Federal cabem os impostos municipais"
Art. 147,"Complete a ideia do Art. 147: Competem à União, em Território Federal, os impost...","Competem à União, em Território Federal, os impostos estaduais e, se o 
Território não for dividido em Municípios, cumulativamente, os impostos municipais; 
ao Distrito Federal cabem os impostos munic..."
Art. 148,Sobre o que dispõe o Art. 148 da CF/88?,"A União, mediante lei complementar, poderá instituir empréstimos com-
pulsórios:
I – para atender a despesas extraordinárias, decorrentes de calamidade pública, 
de guerra externa ou sua iminência;
II – no caso de investimento público de caráter urgente e de relevante interesse 
nacional, observado o disposto no art"
Art. 148,"Complete a ideia do Art. 148: A União, mediante lei complementar, poderá institu...","A União, mediante lei complementar, poderá instituir empréstimos com-
pulsórios:
I – para atender a despesas extraordinárias, decorrentes de calamidade pública, 
de guerra externa ou sua iminência;
II..."
Art. 149,Sobre o que dispõe o Art. 149 da CF/88?,-A
Art. 149,Complete a ideia do Art. 149: -A...,"-A.  Os Municípios e o Distrito Federal poderão instituir contribuição, na 
forma das respectivas leis, para o custeio do serviço de iluminação pública, observado 
o disposto no art. 150, I e III. (EC..."
Art. 150,Sobre o que dispõe o Art. 150 da CF/88?,"Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, 
aos Estados, ao Distrito Federal e aos Municípios: (EC no 3/93, EC n o 42/2003 e EC no 75/2013)
I – exigir ou aumentar tributo sem lei que o estabeleça;
II – instituir tratamento desigual entre contribuintes que se encontrem em situação 
equivalente, proibida qualquer distinção em razão de ocupação profissional ou função 
por eles exercida, independentemente da denominação jurídica dos rendimentos, títulos 
ou direitos;
III – cobrar tributos:
a) em relação a fatos geradores ocorridos antes do início da vigência da lei que 
os houver instituído ou aumentado;
b) no mesmo exercício financeiro em que haja sido publicada a lei que os instituiu 
ou aumentou;
c) antes de decorridos noventa dias da data em que haja sido publicada a lei que 
os instituiu ou aumentou, observado o disposto na alínea “b”;
IV – utilizar tributo com efeito de confisco;
V – estabelecer limitações ao tráfego de pessoas ou bens, por meio de tributos 
interestaduais ou intermunicipais, ressalvada a cobrança de pedágio pela utilização de 
vias conservadas pelo Poder Público;
VI – instituir impostos sobre:
a) patrimônio, renda ou serviços, uns dos outros;
b) templos de qualquer culto;
c) patrimônio, renda ou serviços dos partidos políticos, inclusive suas fundações, 
das entidades sindicais dos trabalhadores, das instituições de educação e de 
assistência social, sem fins lucrativos, atendidos os requisitos da lei;
d) livros, jornais, periódicos e o papel destinado a sua impressão;
e) fonogramas e videofonogramas musicais produzidos no Brasil contendo obras 
musicais ou literomusicais de autores brasileiros e/ou obras em geral inter -
pretadas por artistas brasileiros bem como os suportes materiais ou arquivos 
digitais que os contenham, salvo na etapa de replicação industrial de mídias 
ópticas de leitura a laser"
Art. 150,Complete a ideia do Art. 150: Sem prejuízo de outras garantias asseguradas ao co...,"Sem prejuízo de outras garantias asseguradas ao contribuinte, é vedado à União, 
aos Estados, ao Distrito Federal e aos Municípios: (EC no 3/93, EC n o 42/2003 e EC no 75/2013)
I – exigir ou aumentar ..."
Art. 150,Qual a importância estratégica do Art. 150 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 151,Sobre o que dispõe o Art. 151 da CF/88?,"É vedado à União:
I – instituir tributo que não seja uniforme em todo o território nacional ou que 
implique distinção ou preferência em relação a Estado, ao Distrito Federal ou a Muni-
cípio, em detrimento de outro, admitida a concessão de incentivos fiscais destinados 
a promover o equilíbrio do desenvolvimento sócio-econômico entre as diferentes 
regiões do País;
II – tributar a renda das obrigações da dívida pública dos Estados, do Distrito 
Federal e dos Municípios, bem como a remuneração e os proventos dos respectivos 
agentes públicos, em níveis superiores aos que fixar para suas obrigações e para seus 
agentes;
III – instituir isenções de tributos da competência dos Estados, do Distrito Federal 
ou dos Municípios"
Art. 151,"Complete a ideia do Art. 151: É vedado à União:
I – instituir tributo que não se...","É vedado à União:
I – instituir tributo que não seja uniforme em todo o território nacional ou que 
implique distinção ou preferência em relação a Estado, ao Distrito Federal ou a Muni-
cípio, em detr..."
Art. 152,Sobre o que dispõe o Art. 152 da CF/88?,"É vedado aos Estados, ao Distrito Federal e aos Municípios estabelecer 
diferença tributária entre bens e serviços, de qualquer natureza, em razão de sua pro -
cedência ou destino"
Art. 152,"Complete a ideia do Art. 152: É vedado aos Estados, ao Distrito Federal e aos Mu...","É vedado aos Estados, ao Distrito Federal e aos Municípios estabelecer 
diferença tributária entre bens e serviços, de qualquer natureza, em razão de sua pro -
cedência ou destino.
SEÇÃO III –  
Dos I..."
Art. 153,Sobre o que dispõe o Art. 153 da CF/88?,"Compete à União instituir impostos sobre: (EC no 20/98 e EC n o 42/2003)
I – importação de produtos estrangeiros;
II – exportação, para o exterior, de produtos nacionais ou nacionalizados;
III – renda e proventos de qualquer natureza;
IV – produtos industrializados;
V – operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mo -
biliários;
VI – propriedade territorial rural;
VII – grandes fortunas, nos termos de lei complementar"
Art. 153,Quais são os principais pontos/incisos do Art. 153?,Consulte o texto para detalhes sobre a lista de competências ou direitos específicos deste artigo.
Art. 153,Qual a importância estratégica do Art. 153 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 154,Sobre o que dispõe o Art. 154 da CF/88?,"A União poderá instituir:
I – mediante lei complementar, impostos não previstos no artigo anterior, desde 
que sejam não-cumulativos e não tenham fato gerador ou base de cálculo próprios dos 
discriminados nesta Constituição;
II – na iminência ou no caso de guerra externa, impostos extraordinários, com -
preendidos ou não em sua competência tributária, os quais serão suprimidos, gradati-
vamente, cessadas as causas de sua criação"
Art. 154,"Complete a ideia do Art. 154: A União poderá instituir:
I – mediante lei complem...","A União poderá instituir:
I – mediante lei complementar, impostos não previstos no artigo anterior, desde 
que sejam não-cumulativos e não tenham fato gerador ou base de cálculo próprios dos 
discrimi..."
Art. 155,Sobre o que dispõe o Art. 155 da CF/88?,"Compete aos Estados e ao Distrito Federal instituir impostos sobre: 
(EC n o 3/93, EC n o 33/2001, EC n o 42/2003 e EC n o 87/2015)
I – transmissão causa mortis e doação, de quaisquer bens ou direitos;
II – operações relativas à circulação de mercadorias e sobre prestações de serviços 
de transporte interestadual e intermunicipal e de comunicação, ainda que as operações 
e as prestações se iniciem no exterior;
III – propriedade de veículos automotores"
Art. 155,Complete a ideia do Art. 155: Compete aos Estados e ao Distrito Federal institui...,"Compete aos Estados e ao Distrito Federal instituir impostos sobre: 
(EC n o 3/93, EC n o 33/2001, EC n o 42/2003 e EC n o 87/2015)
I – transmissão causa mortis e doação, de quaisquer bens ou direitos..."
Art. 155,Qual a importância estratégica do Art. 155 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 156,Sobre o que dispõe o Art. 156 da CF/88?,"Compete aos Municípios instituir impostos sobre: (EC no 3/93, EC n o 29/2000 
e EC n o 37/2002)
I – propriedade predial e territorial urbana;
II – transmissão inter vivos, a qualquer título, por ato oneroso, de bens imóveis, 
por natureza ou acessão física, e de direitos reais sobre imóveis, exceto os de garantia, 
bem como cessão de direitos a sua aquisição;
III – serviços de qualquer natureza, não compreendidos no art"
Art. 156,Complete a ideia do Art. 156: Compete aos Municípios instituir impostos sobre: (...,"Compete aos Municípios instituir impostos sobre: (EC no 3/93, EC n o 29/2000 
e EC n o 37/2002)
I – propriedade predial e territorial urbana;
II – transmissão inter vivos, a qualquer título, por ato o..."
